"siteName","stateCode","siteVisitName","taxonFamily","latitude_Degree","longitude_Degree","siteVisitStartDate","abundance"
"NSABHC0012","NS",20160915,"Asteraceae",-31.07957,141.7411,"2016-09-15T09:49:34",56
"NSABHC0012","NS",20160915,"Brassicaceae",-31.07957,141.7411,"2016-09-15T09:49:34",4
"NSABHC0012","NS",20160915,"Campanulaceae",-31.07957,141.7411,"2016-09-15T09:49:34",6
"NSABHC0012","NS",20160915,"Chenopodiaceae",-31.07957,141.7411,"2016-09-15T09:49:34",200
"NSABHC0012","NS",20160915,"Crassulaceae",-31.07957,141.7411,"2016-09-15T09:49:34",1
"NSABHC0012","NS",20160915,"Fabaceae",-31.07957,141.7411,"2016-09-15T09:49:34",142
"NSABHC0012","NS",20160915,"Geraniaceae",-31.07957,141.7411,"2016-09-15T09:49:34",1
"NSABHC0012","NS",20160915,"Linaceae",-31.07957,141.7411,"2016-09-15T09:49:34",1
"NSABHC0012","NS",20160915,"Malvaceae",-31.07957,141.7411,"2016-09-15T09:49:34",3
"NSABHC0012","NS",20160915,"Plantaginaceae",-31.07957,141.7411,"2016-09-15T09:49:34",22
"NSABHC0012","NS",20160915,"Poaceae",-31.07957,141.7411,"2016-09-15T09:49:34",3
"NSABHC0012","NS",20160915,"Portulacaceae",-31.07957,141.7411,"2016-09-15T09:49:34",1
"NSABHC0013","NS",20120920,"Asteraceae",-31.32392,141.6008,"2012-09-20T00:00:00",11
"NSABHC0013","NS",20120920,"Chenopodiaceae",-31.32392,141.6008,"2012-09-20T00:00:00",72
"NSABHC0013","NS",20120920,"Euphorbiaceae",-31.32392,141.6008,"2012-09-20T00:00:00",3
"NSABHC0013","NS",20120920,"Fabaceae",-31.32392,141.6008,"2012-09-20T00:00:00",7
"NSABHC0013","NS",20120920,"Goodeniaceae",-31.32392,141.6008,"2012-09-20T00:00:00",1
"NSABHC0013","NS",20120920,"Malvaceae",-31.32392,141.6008,"2012-09-20T00:00:00",3
"NSABHC0013","NS",20120920,"Poaceae",-31.32392,141.6008,"2012-09-20T00:00:00",111
"NSABHC0013","NS",20120920,"Solanaceae",-31.32392,141.6008,"2012-09-20T00:00:00",1
"NSABHC0013","NS",20120920,"Zygophyllaceae",-31.32392,141.6008,"2012-09-20T00:00:00",13
"NSABHC0014","NS",20120921,"Asteraceae",-31.33115,141.5915,"2012-09-21T00:00:00",10
"NSABHC0014","NS",20120921,"Campanulaceae",-31.33115,141.5915,"2012-09-21T00:00:00",1
"NSABHC0014","NS",20120921,"Chenopodiaceae",-31.33115,141.5915,"2012-09-21T00:00:00",90
"NSABHC0014","NS",20120921,"Fabaceae",-31.33115,141.5915,"2012-09-21T00:00:00",17
"NSABHC0014","NS",20120921,"Goodeniaceae",-31.33115,141.5915,"2012-09-21T00:00:00",1
"NSABHC0014","NS",20120921,"Malvaceae",-31.33115,141.5915,"2012-09-21T00:00:00",1
"NSABHC0014","NS",20120921,"Poaceae",-31.33115,141.5915,"2012-09-21T00:00:00",131
"NSABHC0014","NS",20120921,"Scrophulariaceae",-31.33115,141.5915,"2012-09-21T00:00:00",1
"NSABHC0014","NS",20120921,"Solanaceae",-31.33115,141.5915,"2012-09-21T00:00:00",11
"NSABHC0015","NS",20130205,"Aizoaceae",-31.83394,141.0592,"2013-02-05T00:00:00",2
"NSABHC0015","NS",20130205,"Asteraceae",-31.83394,141.0592,"2013-02-05T00:00:00",9
"NSABHC0015","NS",20130205,"Brassicaceae",-31.83394,141.0592,"2013-02-05T00:00:00",3
"NSABHC0015","NS",20130205,"Chenopodiaceae",-31.83394,141.0592,"2013-02-05T00:00:00",166
"NSABHC0015","NS",20130205,"Malvaceae",-31.83394,141.0592,"2013-02-05T00:00:00",8
"NSABHC0015","NS",20130205,"Poaceae",-31.83394,141.0592,"2013-02-05T00:00:00",270
"NSABHC0016","NS",20131206,"Asteraceae",-31.83403,141.0614,"2013-12-06T00:00:00",2
"NSABHC0016","NS",20131206,"Chenopodiaceae",-31.83403,141.0614,"2013-12-06T00:00:00",83
"NSABHC0016","NS",20131206,"Malvaceae",-31.83403,141.0614,"2013-12-06T00:00:00",21
"NSABHC0016","NS",20131206,"Poaceae",-31.83403,141.0614,"2013-12-06T00:00:00",8
"NSABHC0017","NS",20130207,"Asteraceae",-31.84331,141.1926,"2013-02-07T00:00:00",2
"NSABHC0017","NS",20130207,"Chenopodiaceae",-31.84331,141.1926,"2013-02-07T00:00:00",38
"NSABHC0017","NS",20130207,"Malvaceae",-31.84331,141.1926,"2013-02-07T00:00:00",12
"NSABHC0017","NS",20130207,"Poaceae",-31.84331,141.1926,"2013-02-07T00:00:00",170
"NSABHC0017","NS",20130207,"Solanaceae",-31.84331,141.1926,"2013-02-07T00:00:00",2
"NSABHC0018","NS",20130313,"Brassicaceae",-32.24909,142.0537,"2013-03-13T13:40:00",1
"NSABHC0018","NS",20130313,"Chenopodiaceae",-32.24909,142.0537,"2013-03-13T13:40:00",90
"NSABHC0018","NS",20130313,"Malvaceae",-32.24909,142.0537,"2013-03-13T13:40:00",3
"NSABHC0018","NS",20130313,"Poaceae",-32.24909,142.0537,"2013-03-13T13:40:00",167
"NSABHC0019","NS",20130313,"Brassicaceae",-32.51485,141.5496,"2013-03-13T13:43:00",1
"NSABHC0019","NS",20130313,"Casuarinaceae",-32.51485,141.5496,"2013-03-13T13:43:00",1
"NSABHC0019","NS",20130313,"Chenopodiaceae",-32.51485,141.5496,"2013-03-13T13:43:00",110
"NSABHC0019","NS",20130313,"Malvaceae",-32.51485,141.5496,"2013-03-13T13:43:00",5
"NSABHC0019","NS",20130313,"Poaceae",-32.51485,141.5496,"2013-03-13T13:43:00",246
"NSABHC0020","NS",20130314,"Asphodelaceae",-32.26481,141.5007,"2013-03-14T00:00:00",1
"NSABHC0020","NS",20130314,"Asteraceae",-32.26481,141.5007,"2013-03-14T00:00:00",1
"NSABHC0020","NS",20130314,"Chenopodiaceae",-32.26481,141.5007,"2013-03-14T00:00:00",54
"NSABHC0020","NS",20130314,"Malvaceae",-32.26481,141.5007,"2013-03-14T00:00:00",5
"NSABHC0020","NS",20130314,"Nyctaginaceae",-32.26481,141.5007,"2013-03-14T00:00:00",1
"NSABHC0020","NS",20130314,"Poaceae",-32.26481,141.5007,"2013-03-14T00:00:00",252
"NSABHC0020","NS",20130314,"Scrophulariaceae",-32.26481,141.5007,"2013-03-14T00:00:00",1
"NSABHC0021","NS",20140419,"Aizoaceae",-32.12007,141.8683,"2014-04-19T00:00:00",15
"NSABHC0021","NS",20140419,"Apiaceae",-32.12007,141.8683,"2014-04-19T00:00:00",15
"NSABHC0021","NS",20140419,"Asphodelaceae",-32.12007,141.8683,"2014-04-19T00:00:00",1
"NSABHC0021","NS",20140419,"Asteraceae",-32.12007,141.8683,"2014-04-19T00:00:00",14
"NSABHC0021","NS",20140419,"Brassicaceae",-32.12007,141.8683,"2014-04-19T00:00:00",20
"NSABHC0021","NS",20140419,"Chenopodiaceae",-32.12007,141.8683,"2014-04-19T00:00:00",16
"NSABHC0021","NS",20140419,"Fabaceae",-32.12007,141.8683,"2014-04-19T00:00:00",7
"NSABHC0021","NS",20140419,"Geraniaceae",-32.12007,141.8683,"2014-04-19T00:00:00",6
"NSABHC0021","NS",20140419,"Goodeniaceae",-32.12007,141.8683,"2014-04-19T00:00:00",5
"NSABHC0021","NS",20140419,"Malvaceae",-32.12007,141.8683,"2014-04-19T00:00:00",1
"NSABHC0021","NS",20140419,"Marsileaceae",-32.12007,141.8683,"2014-04-19T00:00:00",1
"NSABHC0021","NS",20140419,"Plantaginaceae",-32.12007,141.8683,"2014-04-19T00:00:00",10
"NSABHC0021","NS",20140419,"Poaceae",-32.12007,141.8683,"2014-04-19T00:00:00",106
"NSABHC0021","NS",20140419,"Primulaceae",-32.12007,141.8683,"2014-04-19T00:00:00",6
"NSABHC0021","NS",20140419,"Solanaceae",-32.12007,141.8683,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Aizoaceae",-30.66608,142.4724,"2014-04-19T00:00:00",4
"NSABHC0022","NS",20140419,"Asteraceae",-30.66608,142.4724,"2014-04-19T00:00:00",6
"NSABHC0022","NS",20140419,"Campanulaceae",-30.66608,142.4724,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Chenopodiaceae",-30.66608,142.4724,"2014-04-19T00:00:00",110
"NSABHC0022","NS",20140419,"Euphorbiaceae",-30.66608,142.4724,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Fabaceae",-30.66608,142.4724,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Geraniaceae",-30.66608,142.4724,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Malvaceae",-30.66608,142.4724,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Plantaginaceae",-30.66608,142.4724,"2014-04-19T00:00:00",7
"NSABHC0022","NS",20140419,"Poaceae",-30.66608,142.4724,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Portulacaceae",-30.66608,142.4724,"2014-04-19T00:00:00",1
"NSABHC0022","NS",20140419,"Thymelaeaceae",-30.66608,142.4724,"2014-04-19T00:00:00",2
"NSABHC0023","NS",20140421,"Aizoaceae",-31.34395,142.1366,"2014-04-21T00:00:00",45
"NSABHC0023","NS",20140421,"Amaranthaceae",-31.34395,142.1366,"2014-04-21T00:00:00",11
"NSABHC0023","NS",20140421,"Asteraceae",-31.34395,142.1366,"2014-04-21T00:00:00",1
"NSABHC0023","NS",20140421,"Chenopodiaceae",-31.34395,142.1366,"2014-04-21T00:00:00",18
"NSABHC0023","NS",20140421,"Convolvulaceae",-31.34395,142.1366,"2014-04-21T00:00:00",1
"NSABHC0023","NS",20140421,"Cyperaceae",-31.34395,142.1366,"2014-04-21T00:00:00",5
"NSABHC0023","NS",20140421,"Euphorbiaceae",-31.34395,142.1366,"2014-04-21T00:00:00",1
"NSABHC0023","NS",20140421,"Fabaceae",-31.34395,142.1366,"2014-04-21T00:00:00",7
"NSABHC0023","NS",20140421,"Goodeniaceae",-31.34395,142.1366,"2014-04-21T00:00:00",2
"NSABHC0023","NS",20140421,"Marsileaceae",-31.34395,142.1366,"2014-04-21T00:00:00",1
"NSABHC0023","NS",20140421,"Nyctaginaceae",-31.34395,142.1366,"2014-04-21T00:00:00",2
"NSABHC0023","NS",20140421,"Orchidaceae",-31.34395,142.1366,"2014-04-21T00:00:00",2
"NSABHC0023","NS",20140421,"Poaceae",-31.34395,142.1366,"2014-04-21T00:00:00",41
